"","nombre","code","nos","a","dif","nos","a","dif","nos","a","dif","nos","a","dif","nos","a","dif","nos","a","dif","nos","a","dif","nos","a","dif"
"316","SABANA DE TIBABUYES NORTE","9234","12a13","aumento","12610","13a14","aumento","173050.47","14a15","aumento","1054.33000000007","15a16","aumento","57125.806","16a17","aumento","112000.968","17a18","aumento","172757.426","18a19","aumento","235217.6","19a20","aumento","184673.018"
"317","LA SERENA","5613","12a13","aumento","14429.75","13a14","aumento","26445.25","14a15","aumento","5683.25","15a16","aumento","7083.61749999999","16a17","disminuyo","-766.867499999993","17a18","aumento","46149","18a19","aumento","15619.625","19a20","aumento","25963.5121428571"
"318","LAS ACACIAS RURAL","205225","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","se mantuvo","0"
"319","NARINO SUR","1207","12a13","aumento","50000","13a14","aumento","150000","14a15","aumento","150000","15a16","aumento","150000","16a17","aumento","2e+05","17a18","aumento","50000","18a19","aumento","150000","19a20","aumento","2e+05"
"320","EL MOCHUELO II","104129","12a13","se mantuvo","0","13a14","disminuyo","-16000","14a15","se mantuvo","0","15a16","aumento","96000","16a17","aumento","10000","17a18","aumento","60000","18a19","aumento","30000","19a20","aumento","25000"
"321","TUNA BAJA","9242","12a13","aumento","5985.5","13a14","aumento","17196.3566666667","14a15","aumento","5037.31","15a16","aumento","8635.43166666666","16a17","aumento","8610.17000000001","17a18","aumento","16565.2316666667","18a19","aumento","10857.6666666667","19a20","disminuyo","-5966.25999999998"
"322","VEINTE DE JULIO","1405","12a13","aumento","6000","13a14","disminuyo","-150000","14a15","aumento","90000","15a16","aumento","254000","16a17","disminuyo","-181000","17a18","aumento","29000","18a19","aumento","88000","19a20","aumento","115000"
"323","LOURDES","3212","12a13","aumento","42333.3333333333","13a14","aumento","76666.6666666667","14a15","aumento","26000","15a16","aumento","34666.6666666667","16a17","aumento","26000","17a18","aumento","40333.3333333333","18a19","aumento","86000","19a20","aumento","43000"
"324","SAN PATRICIO","8418","12a13","disminuyo","-547500.5","13a14","aumento","295590.025","14a15","aumento","51693.475","15a16","aumento","54314.445","16a17","aumento","8434.84000000003","17a18","aumento","61502.715","18a19","disminuyo","-37481","19a20","aumento","50568.5"
"325","LA CABANA","1348","12a13","aumento","161.666666666664","13a14","aumento","16544.14","14a15","aumento","5284.36","15a16","aumento","96949.5766666667","16a17","aumento","7304.59","17a18","aumento","26992.6666666667","18a19","aumento","152260","19a20","aumento","57327"
"326","SANTA ANA SUR","1111","12a13","aumento","342","13a14","aumento","3550.18","14a15","aumento","2562.82","15a16","aumento","1278.92","16a17","aumento","2655.21","17a18","aumento","1504.87","18a19","aumento","2017","19a20","aumento","2398"
"327","CIUDAD LONDRES RURAL","102312","12a13","se mantuvo","0","13a14","aumento","13000","14a15","se mantuvo","0","15a16","aumento","4000","16a17","aumento","111000","17a18","aumento","20000","18a19","se mantuvo","0","19a20","aumento","20000"
"328","CANAVERALEJO RURAL","205308","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","se mantuvo","0"
"329","BRISAS DEL LLANO","2635","12a13","se mantuvo","0","13a14","aumento","60000","14a15","aumento","30000","15a16","aumento","240000","16a17","se mantuvo","0","17a18","aumento","80000","18a19","se mantuvo","0","19a20","aumento","50000"
"330","SIERRA MORENA II","2444","12a13","aumento","41723.4","13a14","aumento","526.804000000004","14a15","aumento","42209.796","15a16","aumento","84233.648","16a17","aumento","100055.152","17a18","aumento","31673.6","18a19","aumento","250206.4","19a20","aumento","90571.2"
"331","SANTA BARBARA","3203","12a13","aumento","120000","13a14","aumento","150000","14a15","aumento","115000","15a16","aumento","70000","16a17","aumento","136250","17a18","aumento","31750","18a19","aumento","50000","19a20","aumento","173750"
"332","HIPOTECHO SUR","4551","12a13","aumento","40000","13a14","aumento","5000","14a15","aumento","97592","15a16","aumento","345884.7","16a17","disminuyo","-448476.7","17a18","aumento","60000","18a19","se mantuvo","0","19a20","aumento","1700000"
"333","LA MACARENA","8105","12a13","aumento","53333.3333333334","13a14","aumento","210940.72","14a15","aumento","128440.946666667","15a16","aumento","285323.27","16a17","aumento","208628.396666667","17a18","aumento","233333.333333333","18a19","aumento","3e+05","19a20","aumento","366666.666666667"
"334","NUEVA DELHI","1323","12a13","aumento","25791.5","13a14","aumento","30609.585","14a15","aumento","38407.915","15a16","aumento","23383.2125","16a17","aumento","26714.325","17a18","aumento","39355.7125","18a19","aumento","10117","19a20","aumento","14654.445"
"335","LAS MARGARITAS","4316","12a13","se mantuvo","0","13a14","aumento","57000","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","disminuyo","-9000","17a18","aumento","6000","18a19","disminuyo","-50000","19a20","aumento","89000"
"336","TIBAQUE URBANO","1116","12a13","aumento","15000","13a14","disminuyo","-8568.13500000001","14a15","aumento","44522.635","15a16","aumento","22261.225","16a17","aumento","42504.775","17a18","aumento","3990","18a19","disminuyo","-294710.5","19a20","se mantuvo","0"
"337","LA CAROLINA DE SUBA","9236","12a13","aumento","1437.16666666666","13a14","aumento","27577.9566666667","14a15","aumento","7692.87666666666","15a16","disminuyo","-6473.565","16a17","aumento","63759.8066666667","17a18","aumento","63579.2583333334","18a19","disminuyo","-53539.7083333333","19a20","aumento","85372.875"
"338","LOS LACHES","3207","12a13","aumento","11333.3333333333","13a14","aumento","47333.3333333333","14a15","aumento","17265.3333333333","15a16","aumento","24987.7766666667","16a17","aumento","16413.5566666667","17a18","aumento","59890.6666666667","18a19","aumento","73817.6666666666","19a20","aumento","42235.6233333334"
"339","COMUNEROS","2543","12a13","se mantuvo","0","13a14","aumento","1e+05","14a15","aumento","25000","15a16","aumento","50000","16a17","aumento","25000","17a18","aumento","25000","18a19","aumento","60000","19a20","aumento","440000"
"340","EL CORZO RURAL","105314","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","aumento","14000","19a20","aumento","128550"
"341","BARRANCAS ORIENTAL","208103","12a13","se mantuvo","0","13a14","aumento","4333.33333333334","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","aumento","156666.666666667","17a18","aumento","16666.6666666667","18a19","aumento","16666.6666666667","19a20","aumento","6666.66666666669"
"342","MEXICO","2516","12a13","aumento","34012.2","13a14","aumento","19370.152","14a15","aumento","19756.348","15a16","aumento","301.886999999988","16a17","disminuyo","-2000.11900000001","17a18","aumento","31137.732","18a19","disminuyo","-35615.3","19a20","aumento","10690.7"
"343","PUERTO RICO","1427","12a13","aumento","46666.6666666667","13a14","aumento","78333.3333333333","14a15","aumento","150000","15a16","aumento","116666.666666667","16a17","aumento","1e+05","17a18","aumento","33333.3333333334","18a19","aumento","147500","19a20","aumento","57500"
"344","AGUAS CLARAS I","1119","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","aumento","79993.9","18a19","aumento","18541.8","19a20","aumento","64815"
"345","EL MOCHUELO II URBANO","2598","12a13","aumento","30000","13a14","aumento","70000","14a15","aumento","10000","15a16","aumento","40000","16a17","aumento","150000","17a18","aumento","3435","18a19","aumento","216565","19a20","aumento","20000"
"346","ESCUELA DE CABALLERIA II","8419","12a13","aumento","6e+05","13a14","aumento","3e+05","14a15","aumento","5e+05","15a16","aumento","1e+05","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","disminuyo","-1471000"
"347","CLUB DE LOS LAGARTOS","9121","12a13","aumento","49226.3333333333","13a14","aumento","213493.831666667","14a15","aumento","139072.168333333","15a16","aumento","178618.323333333","16a17","aumento","198711.781666667","17a18","aumento","23380.5616666665","18a19","disminuyo","-17720.5","19a20","aumento","25275.5"
"348","LAS MERCEDES I","9243","12a13","disminuyo","-64439","13a14","aumento","189189","14a15","aumento","135000","15a16","aumento","50000","16a17","aumento","50000","17a18","aumento","51498","18a19","aumento","99552","19a20","aumento","34516.095"
"349","PARAMO URBANO I","8420","12a13","se mantuvo","0","13a14","aumento","13000","14a15","se mantuvo","0","15a16","aumento","4000","16a17","aumento","276905","17a18","aumento","442355.5","18a19","aumento","50972","19a20","aumento","62913.5"
"350","BOSQUE CALDERON","8207","12a13","aumento","177200","13a14","aumento","612000","14a15","aumento","144000","15a16","aumento","36000","16a17","aumento","468000","17a18","aumento","144000","18a19","aumento","216000","19a20","aumento","30000"
"351","VERONA","2412","12a13","aumento","140000","13a14","aumento","75000","14a15","aumento","125000","15a16","aumento","50000","16a17","aumento","1e+05","17a18","aumento","1e+05","18a19","aumento","90000","19a20","aumento","160000"
"352","OSORIO XXIII","105223","12a13","disminuyo","-6522.25","13a14","aumento","83814.1925","14a15","aumento","29570.8075","15a16","aumento","14665.4125","16a17","aumento","41609.5425","17a18","disminuyo","-126454.705","18a19","disminuyo","-39264.25","19a20","aumento","38282.75"
"353","CIUDAD BOLIVAR RURAL I","104119","12a13","disminuyo","-3000","13a14","aumento","43000","14a15","disminuyo","-8436","15a16","aumento","7588.35","16a17","disminuyo","-37152.35","17a18","aumento","67000","18a19","disminuyo","-44907","19a20","disminuyo","-93"
"354","QUINTAS DEL SUR","2532","12a13","aumento","26666.6666666667","13a14","aumento","116598.69","14a15","aumento","116575.31","15a16","aumento","199926.886666667","16a17","aumento","183452.446666667","17a18","aumento","49849.6666666666","18a19","aumento","22","19a20","aumento","16575"
"355","EL MINUTO DE DIOS","5601","12a13","disminuyo","-11149.25","13a14","aumento","146346.09125","14a15","aumento","49486.53375","15a16","aumento","54294.7887499999","16a17","aumento","122307.3925","17a18","aumento","102739.56875","18a19","aumento","67995.25","19a20","disminuyo","-44690.62"
"356","FRANCO","6308","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","se mantuvo","0"
"357","VILLA ANITA","2619","12a13","aumento","13000","13a14","aumento","34909.627","14a15","aumento","19136.523","15a16","aumento","25432.107","16a17","disminuyo","-6343.14850000001","17a18","aumento","22341.0415","18a19","aumento","41832.75","19a20","aumento","4501.10000000001"
"358","JULIO FLOREZ","5403","12a13","disminuyo","-160000","13a14","aumento","121183.11","14a15","aumento","4109.89000000001","15a16","aumento","6852.39999999999","16a17","aumento","6854.60000000001","17a18","disminuyo","-55051","18a19","aumento","90513","19a20","aumento","18833"
"359","LA VICTORIA","1310","12a13","aumento","42857.1428571428","13a14","aumento","50000","14a15","aumento","45714.2857142857","15a16","aumento","47142.8571428571","16a17","aumento","21428.5714285715","17a18","aumento","21428.5714285714","18a19","aumento","71428.5714285714","19a20","aumento","205714.285714286"
"360","PUENTE COLORADO","1317","12a13","aumento","75000","13a14","aumento","80000","14a15","aumento","10000","15a16","aumento","20000","16a17","aumento","15000","17a18","aumento","80000","18a19","se mantuvo","0","19a20","aumento","23000"
"361","EL CHIRCAL SUR","2435","12a13","aumento","12980.5","13a14","aumento","12731.38","14a15","aumento","12569.12","15a16","aumento","186219","16a17","aumento","512500","17a18","aumento","26623.5","18a19","aumento","201435","19a20","aumento","102096"
"362","MARRUECOS","1418","12a13","disminuyo","-5737.5","13a14","aumento","22114.75","14a15","aumento","27911.75","15a16","aumento","7976.39000000001","16a17","aumento","19320.72","17a18","disminuyo","-1412.60999999999","18a19","aumento","6105.5","19a20","aumento","43363.57"
"363","EL CEREZO","8527","12a13","aumento","30824.3333333333","13a14","aumento","40144.855","14a15","aumento","122334.645","15a16","aumento","38808.145","16a17","aumento","21975.7016666667","17a18","aumento","38041.1533333333","18a19","disminuyo","-276667.833333333","19a20","aumento","345715.333333333"
"364","SIBERIA","101502","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","se mantuvo","0"
"365","EL CURUBO","2606","12a13","aumento","5581.5","13a14","aumento","41148.625","14a15","aumento","16683.625","15a16","aumento","16683.94","16a17","aumento","12094.06","17a18","aumento","56130.5","18a19","aumento","35041.5","19a20","aumento","32371.63"
"366","EL MOCHUELO III URBANO","2588","12a13","aumento","3000","13a14","aumento","1000","14a15","aumento","2642","15a16","aumento","9581.37","16a17","aumento","1644.13","17a18","disminuyo","-574.5","18a19","disminuyo","-976.5","19a20","disminuyo","-38616.5"
"367","YOMASA NORTE","2586","12a13","aumento","6999.75","13a14","disminuyo","-10589.94","14a15","aumento","3090.94","15a16","aumento","331.567500000001","16a17","aumento","68126.9325","17a18","disminuyo","-12715","18a19","aumento","21928.25","19a20","disminuyo","-23072.5"
"368","LA ORQUIDEA DE USME","2614","12a13","aumento","3333.33333333334","13a14","aumento","33333.3333333333","14a15","aumento","13333.3333333333","15a16","aumento","26666.6666666667","16a17","aumento","13333.3333333333","17a18","aumento","26666.6666666667","18a19","aumento","16666.6666666667","19a20","se mantuvo","0"
"369","EL NEVADO II","2629","12a13","se mantuvo","0","13a14","aumento","2000","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","aumento","600","19a20","disminuyo","-200"
"370","EMAUS","8202","12a13","aumento","3e+05","13a14","aumento","2e+06","14a15","aumento","5e+05","15a16","aumento","5e+05","16a17","aumento","5e+05","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","se mantuvo","0"
"371","SANTA BARBARA CENTRAL","8415","12a13","aumento","33000","13a14","aumento","399726.13","14a15","aumento","119962.87","15a16","aumento","119963.76","16a17","aumento","3.34000000008382","17a18","aumento","89986.8999999999","18a19","aumento","29976","19a20","aumento","30002"
"372","GRANADA NORTE","9101","12a13","aumento","50000","13a14","aumento","2e+05","14a15","aumento","1e+05","15a16","aumento","3e+05","16a17","aumento","2e+05","17a18","aumento","3e+05","18a19","aumento","440000","19a20","aumento","60000"
"373","LA RESURRECCION I","1431","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","se mantuvo","0"
"374","GALAN RURAL","205221","12a13","aumento","5800","13a14","aumento","1800","14a15","aumento","2800","15a16","aumento","20000","16a17","aumento","6705.91099999999","17a18","aumento","10390.789","18a19","disminuyo","-83096.7","19a20","se mantuvo","0"
"375","LAS DELICIAS DEL CARMEN II SECTOR","208129","12a13","disminuyo","-11750","13a14","aumento","11000","14a15","se mantuvo","0","15a16","aumento","26750","16a17","aumento","192207.5","17a18","aumento","70084.25","18a19","disminuyo","-17119.625","19a20","disminuyo","-107616.125"
"376","EL PINAR","1324","12a13","aumento","36344.4166666667","13a14","aumento","52118.6366666667","14a15","aumento","106971.113333333","15a16","aumento","35786.0166666667","16a17","aumento","24010.5325","17a18","aumento","27056.2841666667","18a19","disminuyo","-46514.6666666667","19a20","disminuyo","-47622.3333333333"
"377","CANTAGALLO","9103","12a13","se mantuvo","0","13a14","aumento","3e+05","14a15","aumento","4e+05","15a16","aumento","250000","16a17","aumento","150000","17a18","aumento","1e+05","18a19","aumento","5e+05","19a20","aumento","2e+05"
"378","GRANADA SUR","2541","12a13","aumento","13000","13a14","aumento","17000","14a15","aumento","10500","15a16","aumento","20500","16a17","aumento","54000","17a18","se mantuvo","0","18a19","aumento","35743","19a20","aumento","37757"
"379","PUERTA AL LLANO DE USME","2618","12a13","disminuyo","-14490","13a14","aumento","38890.425","14a15","aumento","13034.075","15a16","aumento","27766.3175","16a17","aumento","5107.02499999999","17a18","aumento","36185.9075","18a19","aumento","12732","19a20","aumento","46795.3275"
"380","SAN FELIPE DE USME RURAL","202404","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","se mantuvo","0"
"381","TUNJUELITO","2508","12a13","aumento","1e+05","13a14","aumento","50000","14a15","aumento","94989.8333333334","15a16","aumento","98968.8433333333","16a17","aumento","38572.6566666667","17a18","aumento","98537.6666666666","18a19","aumento","131145.666666667","19a20","aumento","215843.166666667"
"382","CIUDAD JARDIN SUR","1204","12a13","disminuyo","-1","13a14","aumento","38677.905","14a15","disminuyo","-53180.405","15a16","aumento","54503.5","16a17","disminuyo","-7000","17a18","aumento","19724.5","18a19","disminuyo","-10485.5","19a20","disminuyo","-891.080000000002"
"383","SAN FRANCISCO","2515","12a13","aumento","4627.25","13a14","aumento","9668.0925","14a15","aumento","21548.9075","15a16","aumento","5190.4225","16a17","aumento","30163.6575","17a18","aumento","7349.91999999998","18a19","aumento","43016.75","19a20","disminuyo","-10686.75"
"384","LOS CEREZOS","5616","12a13","aumento","26427.75","13a14","aumento","6072.25","14a15","aumento","15000","15a16","aumento","18880.455","16a17","disminuyo","-77156.5825","17a18","aumento","37965.6275","18a19","aumento","44959","19a20","disminuyo","-15877.055"
"385","IRAGUA","9247","12a13","aumento","1e+05","13a14","aumento","22000","14a15","aumento","6000","15a16","aumento","12000","16a17","aumento","280000","17a18","aumento","990000","18a19","se mantuvo","0","19a20","se mantuvo","0"
"386","SOSIEGO SUR","1404","12a13","aumento","15000","13a14","aumento","90000","14a15","aumento","15000","15a16","aumento","75000","16a17","aumento","30000","17a18","aumento","60000","18a19","aumento","75000","19a20","aumento","75000"
"387","POLO CLUB","7401","12a13","aumento","103000","13a14","aumento","65000","14a15","aumento","76664","15a16","aumento","90076.855","16a17","disminuyo","-715.934999999939","17a18","aumento","118657.58","18a19","aumento","58899.5","19a20","aumento","263410"
"388","LA ESPERANZA DE USME","2615","12a13","se mantuvo","0","13a14","aumento","92932.2525","14a15","aumento","29673.4975","15a16","aumento","49609.295","16a17","aumento","26495.205","17a18","aumento","75432.25","18a19","aumento","98147.75","19a20","aumento","62709.75"
"389","VICTORIA NORTE","9104","12a13","aumento","125000","13a14","aumento","375000","14a15","aumento","2e+05","15a16","aumento","450000","16a17","aumento","2e+05","17a18","aumento","75000","18a19","aumento","367500","19a20","aumento","132500"
"390","BRITALIA","9102","12a13","aumento","1e+05","13a14","aumento","2e+05","14a15","aumento","3e+05","15a16","aumento","450000","16a17","aumento","250000","17a18","aumento","1e+05","18a19","aumento","2e+05","19a20","aumento","260000"
"391","SIBERIA RURAL","201502","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","se mantuvo","0"
"392","BELLA FLOR SUR","104107","12a13","disminuyo","-16394","13a14","aumento","394","14a15","aumento","1182","15a16","aumento","680","16a17","aumento","2138","17a18","aumento","34890","18a19","disminuyo","-27165","19a20","disminuyo","-4725"
"393","SAN BERNARDINO XIX","205319","12a13","disminuyo","-250","13a14","aumento","1500","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","aumento","28045.3725","17a18","aumento","28025.8775","18a19","disminuyo","-71071.25","19a20","se mantuvo","0"
"394","SAN BLAS","1106","12a13","aumento","24000","13a14","aumento","56000","14a15","aumento","90000","15a16","aumento","48000","16a17","aumento","95000","17a18","aumento","23500","18a19","aumento","93500","19a20","aumento","80500"
"395","INTERINDUSTRIAL","6527","12a13","disminuyo","-22567","13a14","aumento","4841.78999999999","14a15","aumento","5603.21000000001","15a16","aumento","5796.44","16a17","aumento","767.059999999998","17a18","aumento","1580.5","18a19","disminuyo","-38443","19a20","aumento","132339.5"
"396","LA PRADERA","2437","12a13","aumento","53333.3333333333","13a14","aumento","58000","14a15","aumento","25000","15a16","aumento","148333.333333333","16a17","aumento","120000","17a18","aumento","110000","18a19","aumento","80000","19a20","aumento","73333.3333333333"
"397","VILLA DE LOS ALPES I","1430","12a13","aumento","3e+05","13a14","aumento","1e+05","14a15","aumento","220000","15a16","aumento","130000","16a17","aumento","8e+05","17a18","disminuyo","-450000","18a19","aumento","3e+05","19a20","aumento","2e+05"
"398","RENANIA URAPANES","4582","12a13","aumento","62000","13a14","aumento","10145.21","14a15","aumento","9239.79000000001","15a16","aumento","70615","16a17","aumento","76619","17a18","aumento","48140","18a19","disminuyo","-30268","NA","NA","NA"
"399","ANTIGUO COUNTRY","8314","12a13","disminuyo","-21087","13a14","aumento","34087","14a15","se mantuvo","0","15a16","aumento","521.789999999994","16a17","aumento","15021.21","17a18","aumento","54016","18a19","aumento","8394","19a20","disminuyo","-19270"
"400","CARACAS","1203","12a13","aumento","27500","13a14","disminuyo","-84632.185","14a15","aumento","2347.185","15a16","aumento","4562.795","16a17","aumento","2419.245","17a18","aumento","4536.96000000001","18a19","disminuyo","-9306.5","19a20","aumento","32764.695"
"401","PARAMO IV","208101","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","se mantuvo","0"
"402","SAN BENITO","2509","12a13","se mantuvo","0","13a14","aumento","9000","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","aumento","1000","17a18","aumento","51000","18a19","se mantuvo","0","19a20","aumento","200"
"403","TIBABITA RURAL I","108111","12a13","se mantuvo","0","13a14","aumento","13000","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","aumento","470000","17a18","aumento","50000","18a19","aumento","50000","19a20","aumento","20000"
"404","SANTA CECILIA","9256","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","aumento","33021","18a19","disminuyo","-921","19a20","disminuyo","-648"
"405","PERDOMO ALTO","2450","12a13","aumento","80000","13a14","aumento","10000","14a15","aumento","20000","15a16","aumento","80000","16a17","aumento","65821.7","17a18","aumento","54178.3","18a19","aumento","1e+05","19a20","aumento","20000"
"406","EL CHICO","8308","12a13","se mantuvo","0","13a14","aumento","60000","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","aumento","15000","17a18","aumento","54000","18a19","aumento","8300","19a20","disminuyo","-19300"
"407","SAN CAYETANO","9230","12a13","se mantuvo","0","13a14","aumento","2000","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","aumento","3000","18a19","disminuyo","-900","19a20","aumento","82600"
"408","GALICIA","2427","12a13","aumento","50000","13a14","aumento","1e+05","14a15","aumento","50000","15a16","aumento","150000","16a17","aumento","2e+05","17a18","aumento","50000","18a19","aumento","50000","19a20","aumento","4e+05"
"409","VILLA AMALIA","5648","12a13","disminuyo","-131476","13a14","aumento","91476","14a15","aumento","55290","15a16","aumento","41670.64","16a17","aumento","62039.36","17a18","aumento","381000","18a19","aumento","332137","19a20","disminuyo","-428491"
"410","SANTA ROSA","5402","12a13","se mantuvo","0","13a14","aumento","55000","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","disminuyo","-53000","17a18","se mantuvo","0","18a19","aumento","19000","19a20","aumento","89000"
"411","RINCON DE GALICIA","2424","12a13","aumento","20000","13a14","aumento","30000","14a15","aumento","50000","15a16","aumento","1e+05","16a17","aumento","350000","17a18","aumento","50000","18a19","aumento","50000","19a20","aumento","2e+05"
"412","PARDO RUBIO I","201508","12a13","se mantuvo","0","13a14","aumento","13000","14a15","se mantuvo","0","15a16","aumento","20000","16a17","aumento","240000","17a18","disminuyo","-76888","18a19","disminuyo","-263112","19a20","se mantuvo","0"
"413","SANTA TERESA","8503","12a13","aumento","9e+05","13a14","aumento","1e+05","14a15","aumento","3e+05","15a16","aumento","2e+05","16a17","aumento","3e+05","17a18","aumento","2e+05","18a19","disminuyo","-1088000","19a20","aumento","84000"
"414","TIBABITA RURAL","108102","12a13","aumento","2318","13a14","aumento","4980.83","14a15","aumento","140.169999999998","15a16","aumento","324.200000000001","16a17","aumento","127751.47","17a18","disminuyo","-125618.67","18a19","aumento","17504","19a20","aumento","8200"
"415","SAN ISIDRO","1406","12a13","se mantuvo","0","13a14","aumento","2e+05","14a15","aumento","1e+05","15a16","aumento","1e+05","16a17","aumento","2e+05","17a18","aumento","50000","18a19","aumento","50000","19a20","aumento","1e+05"
"416","PEPINITOS","102405","12a13","aumento","6082","13a14","aumento","21839.755","14a15","aumento","10041.745","15a16","aumento","4219.88666666666","16a17","aumento","6613.28","17a18","aumento","24549","18a19","aumento","6456.33333333334","19a20","disminuyo","-4774.44"
"417","SAN JOSE DE USAQUEN","8529","12a13","aumento","2e+05","13a14","aumento","2e+05","14a15","aumento","4e+05","15a16","aumento","1e+05","16a17","aumento","150000","17a18","aumento","150000","18a19","aumento","150000","19a20","aumento","350000"
"418","DONA LILIANA","1345","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","aumento","10511","18a19","aumento","21260","19a20","aumento","64615"
"419","SANTA ANA OCCIDENTAL","8414","12a13","aumento","5e+05","13a14","aumento","378360.55","14a15","aumento","492063.7","15a16","aumento","374313.3275","16a17","disminuyo","-7796.82749999966","17a18","aumento","416857.75","18a19","disminuyo","-53815.75","19a20","aumento","103875.25"
"420","CIUDAD LONDRES I","1346","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","NA","NA","NA","NA","NA","NA"
"421","TORCA I","8539","12a13","aumento","41674","13a14","aumento","22419.4","14a15","aumento","17762.6","15a16","aumento","13433.22","16a17","disminuyo","-210281.22","17a18","aumento","269992","18a19","disminuyo","-139894","19a20","disminuyo","-6"
"422","EL TUNO","2634","12a13","se mantuvo","0","13a14","aumento","5000","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","aumento","10000","17a18","se mantuvo","0","18a19","aumento","27700","19a20","se mantuvo","0"
"423","SAN ANTONIO NOROCCIDENTAL","8528","12a13","aumento","150000","13a14","aumento","2e+05","14a15","aumento","2e+05","15a16","aumento","2e+05","16a17","aumento","2e+05","17a18","aumento","2e+05","18a19","aumento","1e+05","19a20","aumento","3e+05"
"424","LAS ORQUIDEAS","8516","12a13","aumento","250000","13a14","aumento","4e+05","14a15","aumento","2e+05","15a16","aumento","2e+05","16a17","aumento","2e+05","17a18","aumento","2e+05","18a19","aumento","250000","19a20","aumento","250000"
"425","LAS BRISAS","1101","12a13","aumento","110000","13a14","aumento","50000","14a15","aumento","50000","15a16","aumento","30000","16a17","aumento","370000","17a18","aumento","160000","18a19","aumento","125000","19a20","aumento","50000"
"426","LA REQUILINA RURAL II","102604","12a13","se mantuvo","0","13a14","se mantuvo","0","14a15","se mantuvo","0","15a16","se mantuvo","0","16a17","se mantuvo","0","17a18","se mantuvo","0","18a19","se mantuvo","0","19a20","se mantuvo","0"
"427","EL VERGEL","6528","12a13","aumento","15638","13a14","aumento","190325.5","14a15","aumento","84475.5","15a16","aumento","41374.66","16a17","aumento","12487.34","17a18","aumento","4598","18a19","aumento","62775","19a20","aumento","1382106"
"428","ESTRELLA DEL NORTE","8519","12a13","disminuyo","-19872","13a14","disminuyo","-630128","14a15","disminuyo","-258856","15a16","aumento","14497.25","16a17","disminuyo","-36671.45","17a18","aumento","581030.2","18a19","disminuyo","-523902","19a20","disminuyo","-18858.28"
"429","IBERIA","9115","12a13","aumento","2e+05","13a14","aumento","2e+05","14a15","aumento","2e+05","15a16","aumento","350000","16a17","aumento","2e+05","17a18","aumento","50000","18a19","se mantuvo","0","19a20","aumento","3e+05"
