"","barrio_nombre","codigo_manzana","anos","cambio_relativo","diferencia","porc","val1","val2"
"34410","CEMENTERIO JARDINES APOGEO",4529042,"2012 a 2020 ","aumento",850000,342.9,350000,1200000
"34411","CEMENTERIO JARDINES APOGEO",4529056,"2012 a 2020 ","aumento",850000,342.9,350000,1200000
"34412","CEMENTERIO JARDINES APOGEO",4532032,"2012 a 2020 ","aumento",50225,119.3,260000,310225
"34413","LA CECILIA",4532056,"2012 a 2020 ","aumento",1960000,463,540000,2500000
"34414","ROMA",4534056,"2012 a 2020 ","aumento",1550000,381.8,550000,2100000
"34415","EL RUBI",4536092,"2012 a 2020 ","aumento",591079.5,316.9,272500,863579.5
"34416","OLARTE",4538014,"2012 a 2020 ","aumento",1600000,420,5e+05,2100000
"34417","CATALINA II",4540039,"2012 a 2020 ","aumento",1200000,366.7,450000,1650000
"34418","CATALINA II",4540045,"2012 a 2020 ","aumento",1200000,366.7,450000,1650000
"34419","CHICO NORTE",8307010,"2012 a 2020 ","aumento",4250000,270,2500000,6750000
"34420","CHICO NORTE",8307038,"2012 a 2020 ","aumento",3250000,208.3,3e+06,6250000
"34421","CHICO NORTE",8307044,"2012 a 2020 ","aumento",3250000,208.3,3e+06,6250000
"34422","EL CHICO",8308008,"2012 a 2020 ","aumento",3450000,238,2500000,5950000
"34423","EL CHICO",8308067,"2012 a 2020 ","aumento",960000,216.4,825000,1785000
"34424","LAGO GAITAN",8313029,"2012 a 2020 ","aumento",1140000,272.7,660000,1800000
"34425","LA CAROLINA",8403005,"2012 a 2020 ","aumento",3100000,272.2,1800000,4900000
"34426","ESTRELLA DEL NORTE",8519083,"2012 a 2020 ","aumento",427000,245.7,293000,720000
"34427","BOSQUE DE PINOS",8520023,"2012 a 2020 ","aumento",1450000,363.6,550000,2e+06
"34428","TIBABITA",8521009,"2012 a 2020 ","aumento",9e+05,238.5,650000,1550000
"34429","TIBABITA",8521019,"2012 a 2020 ","aumento",915000,244.1,635000,1550000
"34430","SAN ANTONIO NORTE",8523021,"2012 a 2020 ","aumento",1450000,422.2,450000,1900000
"34431","EL CEREZO",8527025,"2012 a 2020 ","aumento",1350000,280,750000,2100000
"34432","SAN ANTONIO NOROCCIDENTAL",8528027,"2012 a 2020 ","aumento",1465000,330.7,635000,2100000
"34433","LAS MARGARITAS",8530039,"2012 a 2020 ","aumento",1335000,191.1,1465000,2800000
"34434","BUENAVISTA",8535026,"2012 a 2020 ","aumento",480000,352.6,190000,670000
"34435","BUENAVISTA",8535041,"2012 a 2020 ","aumento",480000,352.6,190000,670000
"34436","LOS ANGELES",5623067,"2012 a 2020 ","aumento",1070000,189.2,1200000,2270000
"34437","LOS ALAMOS",5626064,"2012 a 2020 ","aumento",1800000,325,8e+05,2600000
"34438","CIUDAD BACHUE",5630019,"2012 a 2020 ","aumento",1850000,384.6,650000,2500000
"34439","EL CORTIJO",5634032,"2012 a 2020 ","aumento",1600000,277.8,9e+05,2500000
"34440","EL CORZO",4631064,"2012 a 2020 ","aumento",1080000,391.9,370000,1450000
"34441","EL CORZO",4631092,"2012 a 2020 ","aumento",353000,415.2,112000,465000
"34442","SANTA FE BOSA",4633065,"2012 a 2020 ","aumento",1270000,484.8,330000,1600000
"34443","LAS MARGARITAS",4637001,"2012 a 2020 ","aumento",1090000,402.8,360000,1450000
"34444","LA INDEPENDENCIA",4641072,"2012 a 2020 ","aumento",960000,382.4,340000,1300000
"34445","POPULAR MODELO",5102008,"2012 a 2020 ","aumento",1750000,318.8,8e+05,2550000
"34446","EL ROSARIO",5104004,"2012 a 2020 ","aumento",1602000,233.7,1198000,2800000
"34447","NICOLAS DE FEDERMAN",5106050,"2012 a 2020 ","aumento",2550000,368.4,950000,3500000
"34448","ACEVEDO TEJADA",5107015,"2012 a 2020 ","aumento",2620000,551.7,580000,3200000
"34449","LA ESMERALDA",5111047,"2012 a 2020 ","aumento",1110000,260.9,690000,1800000
"34450","JORGE ELIECER GAITAN",5201020,"2012 a 2020 ","aumento",2250000,400,750000,3e+06
"34451","JORGE ELIECER GAITAN",5201022,"2012 a 2020 ","aumento",2250000,400,750000,3e+06
"34452","DOCE DE OCTUBRE",5202007,"2012 a 2020 ","aumento",1970000,352.6,780000,2750000
"34453","SAN FERNANDO OCCIDENTAL",5204007,"2012 a 2020 ","aumento",1650000,335.7,7e+05,2350000
"34454","TIBABUYES",9233084,"2012 a 2020 ","aumento",1850000,436.4,550000,2400000
"34455","LA PATRIA",5305016,"2012 a 2020 ","aumento",1570000,309.3,750000,2320000
"34456","POTOSI",5401019,"2012 a 2020 ","aumento",1400000,255.6,9e+05,2300000
"34457","POTOSI",5401022,"2012 a 2020 ","aumento",1400000,255.6,9e+05,2300000
"34458","LAS FERIAS",5404028,"2012 a 2020 ","aumento",2080000,435.5,620000,2700000
"34459","PALO BLANCO",5501004,"2012 a 2020 ","aumento",2180000,451.6,620000,2800000
"34460","PALO BLANCO",5501054,"2012 a 2020 ","aumento",518000,356.4,202000,720000
"34461","LA ESTRADA",5502064,"2012 a 2020 ","aumento",2400000,500,6e+05,3e+06
"34462","BOSQUE POPULAR",5505006,"2012 a 2020 ","aumento",2300000,428.6,7e+05,3e+06
"34463","JARDIN BOTANICO",5506003,"2012 a 2020 ","aumento",2840000,530.3,660000,3500000
"34464","LISBOA",9256097,"2012 a 2020 ","aumento",1170000,454.5,330000,1500000
"34465","TIBABUYES",9257010,"2012 a 2020 ","aumento",1420000,473.7,380000,1800000
"34466","CASA BLANCA SUBA I",9258004,"2012 a 2020 ","aumento",1300000,533.3,3e+05,1600000
"34467","CALANDAIMA",4601055,"2012 a 2020 ","aumento",1560000,343.8,640000,2200000
"34468","SAN BERNARDINO XVIII",4602025,"2012 a 2020 ","aumento",630000,386.4,220000,850000
"34469","BRASILIA",4604013,"2012 a 2020 ","aumento",1190000,430.6,360000,1550000
"34470","ARBORIZADORA ALTA",2568070,"2012 a 2020 ","aumento",770000,434.8,230000,1e+06
"34471","ARBORIZADORA ALTA",2569069,"2012 a 2020 ","aumento",860000,714.3,140000,1e+06
"34472","EL MIRADOR",2570043,"2012 a 2020 ","aumento",480000,442.9,140000,620000
"34473","EL MIRADOR",2570060,"2012 a 2020 ","aumento",480000,442.9,140000,620000
"34474","EL MIRADOR",2570083,"2012 a 2020 ","aumento",480000,442.9,140000,620000
"34475","ARBORIZADORA ALTA",2573099,"2012 a 2020 ","aumento",5e+05,462.3,138000,638000
"34476","BELLA FLOR",2580068,"2012 a 2020 ","aumento",370000,716.7,60000,430000
"34477","EL MINUTO DE MARIA",2584056,"2012 a 2020 ","aumento",47000,158.8,80000,127000
"34478","EL MOCHUELO URBANO",2585006,"2012 a 2020 ","aumento",220000,833.3,30000,250000
"34479","LA FISCALA",2590008,"2012 a 2020 ","aumento",220000,375,80000,3e+05
"34480","DESARROLLO BRAZUELOS",2592044,"2012 a 2020 ","aumento",50000,300,25000,75000
"34481","VILLA ISRAEL",2594071,"2012 a 2020 ","aumento",390000,343.8,160000,550000
"34482","LAGUNITAS URBANO",2595072,"2012 a 2020 ","aumento",290000,462.5,80000,370000
"34483","LAGUNITAS URBANO",2595085,"2012 a 2020 ","aumento",290000,462.5,80000,370000
"34484","LA FISCALA NORTE",2597011,"2012 a 2020 ","aumento",420000,333.3,180000,6e+05
"34485","ARRAYANES I",2601013,"2012 a 2020 ","aumento",97500,1318.8,8000,105500
"34486","BOLONIA",2605007,"2012 a 2020 ","aumento",380000,480,1e+05,480000
"34487","LA ESPERANZA SUR",2605016,"2012 a 2020 ","aumento",360000,400,120000,480000
"34488","LA ESPERANZA SUR",2607002,"2012 a 2020 ","aumento",320000,300,160000,480000
"34489","LA ESPERANZA SUR",2607011,"2012 a 2020 ","aumento",320000,300,160000,480000
"34490","EL MADRIGAL",5635034,"2012 a 2020 ","aumento",1650000,283.3,9e+05,2550000
"34491","QUIRIGUA ORIENTAL",5639020,"2012 a 2020 ","aumento",1870000,422.4,580000,2450000
"34492","SANTA FE",6103018,"2012 a 2020 ","aumento",1620000,437.5,480000,2100000
"34493","SANTA FE",6103045,"2012 a 2020 ","aumento",1350000,400,450000,1800000
"34494","EL RECUERDO",6201026,"2012 a 2020 ","aumento",2300000,355.6,9e+05,3200000
"34495","QUINTA PAREDES",6209006,"2012 a 2020 ","aumento",1500000,188.2,1700000,3200000
"34496","SALAZAR GOMEZ",6212032,"2012 a 2020 ","aumento",1700000,383.3,6e+05,2300000
"34497","CIUDAD SALITRE SUR-ORIENTAL",6217014,"2012 a 2020 ","aumento",1313293,365.3,495000,1808293
"34498","SANTA CECILIA",6301023,"2012 a 2020 ","aumento",1600000,260,1e+06,2600000
"34499","CAPELLANIA",6302011,"2012 a 2020 ","aumento",1900000,311.1,9e+05,2800000
"34500","FRANCO",6308013,"2012 a 2020 ","aumento",1300000,285.7,7e+05,2e+06
"34501","MODELIA OCCIDENTAL",6312048,"2012 a 2020 ","aumento",1600000,260,1e+06,2600000
"34502","SAN ISIDRO RURAL II",208126036,"2012 a 2019 ","se mantuvo",0,NA,0,0
"34503","LA ESTRELLITA",208203083,"2012 a 2019 ","se mantuvo",0,NA,0,0
"34504","LA ESTRELLITA",208203050,"2012 a 2019 ","se mantuvo",0,NA,0,0
"34505","LAS BRISAS",1101003,"2012 a 2020 ","aumento",640000,328.6,280000,920000
"34506","BUENOS AIRES",1102031,"2012 a 2020 ","aumento",8e+05,277.8,450000,1250000
"34507","BUENOS AIRES",1102054,"2012 a 2020 ","aumento",640000,328.6,280000,920000
"34508","SANTA RITA SUR ORIENTAL",1328019,"2012 a 2020 ","aumento",610000,506.7,150000,760000
"34509","SANTA RITA SUR ORIENTAL",1328032,"2012 a 2020 ","aumento",610000,506.7,150000,760000
"34510","EL PARAISO",1329019,"2012 a 2020 ","aumento",540000,550,120000,660000
"34511","CANADA O GUIRA",1330045,"2012 a 2020 ","aumento",580000,363.6,220000,8e+05
"34512","CENTRO USME URBANO",2599052,"2012 a 2020 ","aumento",42700,177.6,55000,97700
"34513","BOLONIA",2605055,"2012 a 2020 ","aumento",74500,1031.2,8000,82500
"34514","EL BOSQUE CENTRAL I",2608010,"2012 a 2020 ","aumento",387369.9,530.4,90000,477369.9
"34515","EL BOSQUE",2609020,"2012 a 2020 ","aumento",355000,384,125000,480000
"34516","LA COMUNA",2612004,"2012 a 2020 ","aumento",480000,318.2,220000,7e+05
"34517","LA COMUNA",2612054,"2012 a 2020 ","aumento",5e+05,300,250000,750000
"34518","LA COMUNA",2612088,"2012 a 2020 ","aumento",870000,328.9,380000,1250000
"34519","EL PROGRESO USME",2613037,"2012 a 2020 ","aumento",480000,318.2,220000,7e+05
"34520","LA ESPERANZA DE USME",2615001,"2012 a 2020 ","aumento",460000,611.1,90000,550000
"34521","LA ESPERANZA DE USME",2615009,"2012 a 2020 ","aumento",460000,611.1,90000,550000
"34522","LA ESPERANZA DE USME",2615072,"2012 a 2020 ","aumento",410000,392.9,140000,550000
"34523","EL NUEVO PORTAL",2616074,"2012 a 2020 ","aumento",40000,123.5,170000,210000
"34524","EL REFUGIO I",2617022,"2012 a 2020 ","aumento",55800,201.5,55000,110800
"34525","VILLA ANITA",2619036,"2012 a 2020 ","aumento",290000,462.5,80000,370000
"34526","ARRAYANES V",2625037,"2012 a 2020 ","aumento",212000,541.7,48000,260000
"34527","LA REFORMA",2627094,"2012 a 2020 ","aumento",178732,480.3,47000,225732
"34528","EL PORTAL DEL DIVINO",2630025,"2012 a 2020 ","aumento",370000,436.4,110000,480000
"34529","CALLEJON SANTA BARBARA",1419015,"2012 a 2020 ","aumento",1070000,565.2,230000,1300000
"34530","ARBOLEDA SUR",1419055,"2012 a 2020 ","aumento",1180000,1083.3,120000,1300000
"34531","DIANA TURBAY",1421004,"2012 a 2020 ","aumento",1200000,580,250000,1450000
"34532","DIANA TURBAY",1421040,"2012 a 2020 ","aumento",1280000,500,320000,1600000
"34533","DIANA TURBAY",1421043,"2012 a 2020 ","aumento",1250000,457.1,350000,1600000
"34534","DIANA TURBAY",1421068,"2012 a 2020 ","aumento",1200000,580,250000,1450000
"34535","DIANA TURBAY ARRAYANES",1422003,"2012 a 2020 ","aumento",1050000,520,250000,1300000
"34536","GRANJAS DE SANTA SOFIA",1425070,"2012 a 2020 ","aumento",935000,666.7,165000,1100000
"34537","CERROS DE ORIENTE",1428022,"2012 a 2020 ","aumento",750000,314.3,350000,1100000
"34538","DIANA TURBAY CULTIVOS",1432071,"2012 a 2020 ","aumento",370000,346.7,150000,520000
"34539","CARMEN DEL SOL",1434005,"2012 a 2020 ","aumento",890000,387.1,310000,1200000
"34540","LOS ARRAYANES II",1435079,"2012 a 2020 ","aumento",580000,486.7,150000,730000
"34541","LA FRAGUITA",2101026,"2012 a 2020 ","aumento",1500000,400,5e+05,2e+06
"34542","SAN ANTONIO",2102022,"2012 a 2020 ","aumento",1500000,314.3,7e+05,2200000
"34543","SAN ANTONIO",2102030,"2012 a 2020 ","aumento",1480000,384.6,520000,2e+06
"34544","RESTREPO OCCIDENTAL",2104015,"2012 a 2020 ","aumento",1650000,375,6e+05,2250000
"34545","TIMIZA C",4581001,"2012 a 2020 ","aumento",1900000,337.5,8e+05,2700000
"34546","SANTA CATALINA",4584085,"2012 a 2020 ","aumento",1970000,471.7,530000,2500000
"34547","SANTA CATALINA",4584096,"2012 a 2020 ","aumento",1540000,434.8,460000,2e+06
"34548","EL DANUBIO AZUL",4588027,"2012 a 2020 ","aumento",1620000,526.3,380000,2e+06
"34549","LA INDEPENDENCIA",4641065,"2012 a 2020 ","aumento",850000,342.9,350000,1200000
"34550","EL CEDRO",5629048,"2012 a 2020 ","aumento",1550000,282.4,850000,2400000
"34551","ENGATIVA ZONA URBANA",5636070,"2012 a 2020 ","aumento",1260000,380,450000,1710000
"34552","BOCHICA II",5644023,"2012 a 2020 ","aumento",1750000,333.3,750000,2500000
"34553","SANTA BARBARA CENTRAL",8415040,"2012 a 2020 ","aumento",2870000,276.1,1630000,4500000
"34554","EL PARAISO BOSA",4541069,"2012 a 2020 ","aumento",385241,387.5,134000,519241
"34555","QUINDIO",1318065,"2012 a 2020 ","aumento",40700,178.3,52000,92700
"34556","ENGATIVA ZONA URBANA",5636066,"2012 a 2020 ","aumento",1260000,380,450000,1710000
"34557","EL VIRREY",2548027,"2012 a 2020 ","aumento",78000,140.6,192000,270000
"34558","CARACOLI",2445021,"2012 a 2020 ","aumento",320000,500,80000,4e+05
"34559","GARCES NAVAS",5627085,"2012 a 2020 ","aumento",960000,288.2,510000,1470000
"34560","DESARROLLO BRAZUELOS",2592035,"2012 a 2020 ","aumento",4e+05,500,1e+05,5e+05
"34561","ESCOCIA",4519080,"2012 a 2020 ","aumento",1190000,430.6,360000,1550000
"34562","EL BOSQUE SUR ORIENTAL RURAL III",202309069,"2012 a 2019 ","se mantuvo",0,NA,0,0
"34563","LA MAGDALENA",205101020,"2012 a 2019 ","se mantuvo",0,NA,0,0
"34564","EL JAZMIN",205209045,"2012 a 2019 ","se mantuvo",0,NA,0,0
"34565","EL JAZMIN",205209048,"2012 a 2019 ","se mantuvo",0,NA,0,0
"34566","CIUDAD KENNEDY",4509040,"2012 a 2020 ","aumento",1180000,243.9,820000,2e+06
"34567","CIUDAD KENNEDY ORIENTAL",4510005,"2012 a 2020 ","aumento",3200000,366.7,1200000,4400000
"34568","CIUDAD KENNEDY ORIENTAL",4510072,"2012 a 2020 ","aumento",1300000,285.7,7e+05,2e+06
"34569","CIUDAD KENNEDY ORIENTAL",4510077,"2012 a 2020 ","aumento",1300000,285.7,7e+05,2e+06
"34570","CIUDAD KENNEDY CENTRAL",4511002,"2012 a 2020 ","aumento",1400000,333.3,6e+05,2e+06
"34571","CIUDAD KENNEDY CENTRAL",4511005,"2012 a 2020 ","aumento",1500000,314.3,7e+05,2200000
"34572","CIUDAD KENNEDY CENTRAL",4511007,"2012 a 2020 ","aumento",2300000,253.3,1500000,3800000
"34573","SAN DIEGO-BOSA",4513025,"2012 a 2020 ","aumento",650000,360,250000,9e+05
"34574","CIUDAD KENNEDY NORTE",4514015,"2012 a 2020 ","aumento",1200000,250,8e+05,2e+06
"34575","CIUDAD KENNEDY NORTE",4514055,"2012 a 2020 ","aumento",1e+06,200,1e+06,2e+06
"34576","TUNDAMA",4515049,"2012 a 2020 ","aumento",1540000,434.8,460000,2e+06
"34577","TUNDAMA",4515051,"2012 a 2020 ","aumento",1540000,434.8,460000,2e+06
"34578","BOITA",4516036,"2012 a 2020 ","aumento",1520000,416.7,480000,2e+06
"34579","BOITA",4516037,"2012 a 2020 ","aumento",1520000,416.7,480000,2e+06
"34580","JACQUELINE",4517008,"2012 a 2020 ","aumento",1175000,347.4,475000,1650000
"34581","SAN GABRIEL NORTE",8406040,"2012 a 2020 ","aumento",1905884,179.4,2400000,4305884
"34582","USAQUEN",8407023,"2012 a 2020 ","aumento",4600000,253.3,3e+06,7600000
"34583","USAQUEN",8407029,"2012 a 2020 ","aumento",764000,245.2,526000,1290000
"34584","RINCON DEL CHICO",8411012,"2012 a 2020 ","aumento",4050000,345.5,1650000,5700000
"34585","MOLINOS NORTE",8416045,"2012 a 2020 ","aumento",3040000,308.2,1460000,4500000
"34586","EL TOBERIN",8501031,"2012 a 2020 ","disminuyo",-208907,76.8,9e+05,691093
"34587","LA PRADERA NORTE",8502020,"2012 a 2020 ","aumento",2e+06,463.6,550000,2550000
"34588","SANTA TERESA",8503023,"2012 a 2020 ","aumento",636500,215.3,552000,1188500
"34589","BARRANCAS NORTE",8506020,"2012 a 2020 ","aumento",1610000,317.6,740000,2350000
"34590","EL MIRADOR DE LA ESTANCIA",2447020,"2012 a 2020 ","aumento",380000,480,1e+05,480000
"34591","PERDOMO ALTO",2448020,"2012 a 2020 ","aumento",3000,142.9,7000,10000
"34592","ESPINO I",2449025,"2012 a 2020 ","aumento",3000,142.9,7000,10000
"34593","SANTO DOMINGO",2449048,"2012 a 2020 ","aumento",3000,142.9,7000,10000
"34594","PERDOMO ALTO",2450019,"2012 a 2020 ","aumento",1150000,428.6,350000,1500000
"34595","ARBORIZADORA ALTA  II",2461097,"2012 a 2020 ","aumento",860000,458.3,240000,1100000
"34596","ALTOS DE CHOZICA",9222016,"2012 a 2020 ","aumento",3e+05,160,5e+05,8e+05
"34597","TTES DE COLOMBIA",9223006,"2012 a 2020 ","aumento",1705000,345.3,695000,2400000
"34598","NUEVA TIBABUYES",9224033,"2012 a 2020 ","aumento",375000,327.3,165000,540000
"34599","NUEVA TIBABUYES",9224038,"2012 a 2020 ","aumento",375000,327.3,165000,540000
"34600","TIBABUYES UNIVERSAL",9225027,"2012 a 2020 ","aumento",1656000,357.1,644000,2300000
"34601","SALITRE SUBA",9226090,"2012 a 2020 ","aumento",1130000,340.4,470000,1600000
"34602","TOSCANA",9229067,"2012 a 2020 ","aumento",1600000,366.7,6e+05,2200000
"34603","SABANA DE TIBABUYES",9232069,"2012 a 2020 ","aumento",1730000,358.2,670000,2400000
"34604","CIUDAD HUNZA",9235003,"2012 a 2020 ","aumento",1250000,377.8,450000,1700000
"34605","CIUDAD HUNZA",9235008,"2012 a 2020 ","aumento",1250000,377.8,450000,1700000
"34606","RINCON DE SUBA",9237070,"2012 a 2020 ","aumento",1280000,404.8,420000,1700000
"34607","VILLA HERMOSA",9244018,"2012 a 2020 ","aumento",110100,493.2,28000,138100
"34608","PINOS DE LOMBARDIA",9245021,"2012 a 2020 ","aumento",1700000,342.9,7e+05,2400000
"34609","TIBABUYES OCCIDENTAL",9250040,"2012 a 2020 ","aumento",1190000,430.6,360000,1550000
"34610","SAN CARLOS DE SUBA",9251071,"2012 a 2020 ","aumento",1100000,344.4,450000,1550000
"34611","SAN CARLOS DE SUBA",9251072,"2012 a 2020 ","aumento",1100000,344.4,450000,1550000
"34612","LISBOA",9254025,"2012 a 2020 ","aumento",1500000,475,4e+05,1900000
"34613","LISBOA",9254040,"2012 a 2020 ","aumento",1160000,441.2,340000,1500000
"34614","SANTA RITA DE SUBA",9255002,"2012 a 2020 ","aumento",1160000,441.2,340000,1500000
"34615","SANTA RITA DE SUBA",9255038,"2012 a 2020 ","aumento",1160000,441.2,340000,1500000
"34616","SANTA RITA DE SUBA",9255084,"2012 a 2020 ","aumento",1160000,441.2,340000,1500000
"34617","SANTA INES",3107019,"2012 a 2020 ","aumento",98937.5,290.3,52000,150937.5
"34618","CASA BLANCA SUBA I",9258005,"2012 a 2020 ","aumento",1300000,533.3,3e+05,1600000
"34619","CASA BLANCA SUBA I",9258008,"2012 a 2020 ","aumento",1300000,533.3,3e+05,1600000
"34620","BERLIN",9259033,"2012 a 2020 ","aumento",1160000,441.2,340000,1500000
"34621","TOSCANA",9259076,"2012 a 2020 ","aumento",1560000,558.8,340000,1900000
"34622","RINCON ALTAMAR",9266049,"2012 a 2020 ","aumento",1200000,340,5e+05,1700000
"34623","SAN PEDRO SUR",1337002,"2012 a 2020 ","aumento",105000,290.9,55000,160000
"34624","TIHUAQUE",1340076,"2012 a 2020 ","aumento",175000,418.2,55000,230000
"34625","TIHUAQUE",1340079,"2012 a 2020 ","aumento",175000,418.2,55000,230000
"34626","EL ROCIO",3208035,"2012 a 2020 ","aumento",448000,961.5,52000,5e+05
"34627","LA ESTANZUELA",4104039,"2012 a 2020 ","aumento",1280000,277.8,720000,2e+06
"34628","GRANADA",8204015,"2012 a 2020 ","aumento",1875000,202.7,1825000,3700000
"34629","EL DORADO",3209039,"2012 a 2020 ","aumento",63877.39,222.8,52000,115877.4
"34630","GIRARDOT",3211006,"2012 a 2020 ","aumento",420000,333.3,180000,6e+05
"34631","LOURDES",3212016,"2012 a 2020 ","aumento",420000,333.3,180000,6e+05
"34632","CHUCUA DE LA VACA I",4621094,"2012 a 2020 ","aumento",99900,655,18000,117900
"34633","BRASIL",4622020,"2012 a 2020 ","aumento",1650000,571.4,350000,2e+06
"34634","BRASIL",4622021,"2012 a 2020 ","aumento",1600000,500,4e+05,2e+06
"34635","BOLIVIA ORIENTAL",5640008,"2012 a 2020 ","aumento",1700000,312.5,8e+05,2500000
"34636","VILLAS DE GRANADA",5647033,"2012 a 2020 ","aumento",1910000,301.1,950000,2860000
"34637","VILLA AMALIA",5648038,"2012 a 2020 ","aumento",1720000,315,8e+05,2520000
"34638","VILLAS DE GRANADA I",5649029,"2012 a 2020 ","aumento",1860000,286,1e+06,2860000
"34639","VILLAS DE GRANADA I",5649056,"2012 a 2020 ","aumento",1860000,286,1e+06,2860000
"34640","CIUDADELA COLSUBSIDIO",5650005,"2012 a 2020 ","aumento",1600000,277.8,9e+05,2500000
"34641","EL MUELLE",5652081,"2012 a 2020 ","aumento",1350000,292.9,7e+05,2050000
"34642","GARCES NAVAS SUR",5655024,"2012 a 2020 ","aumento",1860000,286,1e+06,2860000
"34643","SABANA DEL DORADO",5657079,"2012 a 2020 ","aumento",1100000,280.3,610000,1710000
"34644","MARANDU",5665042,"2012 a 2020 ","aumento",522000,377.7,188000,710000
"34645","MARANDU",5665071,"2012 a 2020 ","aumento",1640000,331,710000,2350000
"34646","LA FAENA",5666097,"2012 a 2020 ","aumento",1800000,427.3,550000,2350000
"34647","LA FAENA",5669074,"2012 a 2020 ","aumento",1210000,342,5e+05,1710000
"34648","SAN CRISTOBAL SUR",1108029,"2012 a 2020 ","aumento",5e+05,266.7,3e+05,8e+05
"34649","SANTA ANA SUR",1111013,"2012 a 2020 ","aumento",1110000,326.5,490000,1600000
"34650","CIUDAD JARDIN SUR",1204074,"2012 a 2020 ","aumento",1270000,301.6,630000,1900000
"34651","GRANADA SUR",1301004,"2012 a 2020 ","aumento",9e+05,357.1,350000,1250000
"34652","CORDOBA",1303032,"2012 a 2020 ","aumento",1e+06,500,250000,1250000
"34653","ATENAS",1305069,"2012 a 2020 ","aumento",790000,403.8,260000,1050000
