"","barrio_nombre","codigo_manzana","anos","cambio_relativo","diferencia","porc","val1","val2"
"19443","ALCAZARES",7302004,"2012 a 2020 ","aumento",2200000,375,8e+05,3e+06
"19444","ALCAZARES",7302024,"2012 a 2020 ","aumento",2200000,375,8e+05,3e+06
"19445","CONCEPCION NORTE",7304019,"2012 a 2020 ","aumento",2100000,362.5,8e+05,2900000
"19446","LA ESPERANZA",7305004,"2012 a 2020 ","aumento",1965000,310.2,935000,2900000
"19447","SAN FELIPE",7403025,"2012 a 2020 ","aumento",1950000,343.8,8e+05,2750000
"19448","EL DANUBIO AZUL",4588037,"2012 a 2020 ","aumento",1215000,462.7,335000,1550000
"19449","SAN ANTONIO",4594053,"2012 a 2020 ","aumento",1210000,455.9,340000,1550000
"19450","CHICO SUR",4595014,"2012 a 2020 ","aumento",1190000,430.6,360000,1550000
"19451","SAN BERNARDINO I",4597080,"2012 a 2020 ","aumento",1e+06,433.3,3e+05,1300000
"19452","CALANDAIMA",4601002,"2012 a 2020 ","aumento",1430000,440.5,420000,1850000
"19453","CALANDAIMA",4601049,"2012 a 2020 ","aumento",1560000,343.8,640000,2200000
"19454","CIUDAD DE CALI",4607084,"2012 a 2020 ","aumento",1380000,428.6,420000,1800000
"19455","LOS ALMENDROS",4609089,"2012 a 2020 ","aumento",880000,309.5,420000,1300000
"19456","TTES DE COLOMBIA",9223066,"2012 a 2020 ","aumento",1800000,460,5e+05,2300000
"19457","NUEVA TIBABUYES",9224005,"2012 a 2020 ","aumento",1250000,327.3,550000,1800000
"19458","LOMBARDIA",9228074,"2012 a 2020 ","aumento",906000,567,194000,1100000
"19459","LOMBARDIA",9228080,"2012 a 2020 ","aumento",556000,386.6,194000,750000
"19460","SAN CAYETANO",9230039,"2012 a 2020 ","aumento",86700,409.6,28000,114700
"19461","SAN CAYETANO",9230098,"2012 a 2020 ","aumento",1250000,377.8,450000,1700000
"19462","SUBA CERROS",9231025,"2012 a 2020 ","aumento",540000,307.7,260000,8e+05
"19463","TIBABUYES",9233087,"2012 a 2020 ","aumento",1850000,436.4,550000,2400000
"19464","POTRERILLO",9240071,"2012 a 2020 ","aumento",1700000,383.3,6e+05,2300000
"19465","TUNA BAJA",9242029,"2012 a 2020 ","aumento",1550000,542.9,350000,1900000
"19466","SAN CARLOS DE SUBA",9251055,"2012 a 2020 ","aumento",1100000,344.4,450000,1550000
"19467","BILBAO",9252003,"2012 a 2020 ","aumento",1200000,442.9,350000,1550000
"19468","LISBOA",9254032,"2012 a 2020 ","aumento",1320000,447.4,380000,1700000
"19469","BELEN FONTIBON",6409009,"2012 a 2020 ","aumento",1240000,321.4,560000,1800000
"19470","LOS ANDES",5307032,"2012 a 2020 ","aumento",1550000,282.4,850000,2400000
"19471","LAGUNITAS URBANO",2595053,"2012 a 2020 ","aumento",290000,462.5,80000,370000
"19472","LA SABANA",4102017,"2012 a 2020 ","aumento",1840000,428.6,560000,2400000
"19473","TERMINAL DE TRANSPORTES",6319004,"2012 a 2020 ","aumento",820000,264,5e+05,1320000
"19474","LAS FERIAS OCCIDENTAL",5405016,"2012 a 2020 ","aumento",2100000,450,6e+05,2700000
"19475","ALTOS DE CHOZICA",9222017,"2012 a 2020 ","aumento",338000,296.5,172000,510000
"19476","JORGE ELIECER GAITAN",5201025,"2012 a 2020 ","aumento",2250000,400,750000,3e+06
"19477","ARBOLEDA SUR",1420036,"2012 a 2020 ","aumento",7e+05,450,2e+05,9e+05
"19478","USAQUEN",8407046,"2012 a 2020 ","aumento",1650000,353.8,650000,2300000
"19479","EL DANUBIO AZUL",4588041,"2012 a 2020 ","aumento",1215000,462.7,335000,1550000
"19480","EL VIRREY",2548024,"2012 a 2020 ","aumento",204000,206.2,192000,396000
"19481","SAN MIGUEL",5103002,"2012 a 2020 ","aumento",534000,347.2,216000,750000
"19482","BOSQUE DE PINOS",8520058,"2012 a 2020 ","aumento",59800,189.3,67000,126800
"19483","EL VERGEL",4106032,"2012 a 2020 ","aumento",950000,250.8,630000,1580000
"19484","SANTA ISABEL SUR",4107045,"2012 a 2020 ","aumento",1670000,387.9,580000,2250000
"19485","GARCES NAVAS SUR",5655015,"2012 a 2020 ","aumento",1860000,286,1e+06,2860000
"19486","SABANA DEL DORADO",5657031,"2012 a 2020 ","aumento",1160000,310.9,550000,1710000
"19487","SAN CRISTOBAL SUR",1108032,"2012 a 2020 ","aumento",71500,237.5,52000,123500
"19488","MONTE CARLO",1115018,"2012 a 2020 ","aumento",380000,371.4,140000,520000
"19489","CIUDAD BERNA",1202021,"2012 a 2020 ","aumento",1270000,301.6,630000,1900000
"19490","CIUDAD JARDIN SUR",1204017,"2012 a 2020 ","aumento",1270000,301.6,630000,1900000
"19491","CALVO SUR",1210006,"2012 a 2020 ","aumento",1210000,346.9,490000,1700000
"19492","POLICARPA",1211004,"2012 a 2020 ","aumento",2350000,376.5,850000,3200000
"19493","CORDOBA",1303003,"2012 a 2020 ","aumento",1e+06,500,250000,1250000
"19494","BELLO HORIZONTE",1304056,"2012 a 2020 ","aumento",990000,480.8,260000,1250000
"19495","SAN PEDRO",1306020,"2012 a 2020 ","aumento",670000,339.3,280000,950000
"19496","RAMAJAL",1307010,"2012 a 2020 ","aumento",550000,320,250000,8e+05
"19497","BELLAVISTA SUR",1313001,"2012 a 2020 ","aumento",3e+05,200,3e+05,6e+05
"19498","BELLAVISTA SUR",1313014,"2012 a 2020 ","aumento",280000,187.5,320000,6e+05
"19499","SANTA SOFIA",7406028,"2012 a 2020 ","aumento",2200000,375,8e+05,3e+06
"19500","SANTA SOFIA",7406034,"2012 a 2020 ","aumento",2200000,375,8e+05,3e+06
"19501","LA PERSEVERANCIA",8104035,"2012 a 2020 ","aumento",765000,328.4,335000,1100000
"19502","INGLES",2307026,"2012 a 2020 ","aumento",1200000,442.9,350000,1550000
"19503","INGLES",2307054,"2012 a 2020 ","aumento",1350000,437.5,4e+05,1750000
"19504","VILLA MAYOR ORIENTAL",2309048,"2012 a 2020 ","aumento",546000,333.3,234000,780000
"19505","TUNAL ORIENTAL",2401011,"2012 a 2020 ","aumento",448000,500,112000,560000
"19506","SAMORE",2406019,"2012 a 2020 ","aumento",1380000,483.3,360000,1740000
"19507","SAMORE",2406040,"2012 a 2020 ","aumento",1380000,483.3,360000,1740000
"19508","SAMORE",2406064,"2012 a 2020 ","aumento",1380000,483.3,360000,1740000
"19509","LA ESTANCIA",2418029,"2012 a 2020 ","aumento",1568000,463,432000,2e+06
"19510","ESPINO",2423073,"2012 a 2020 ","aumento",470000,570,1e+05,570000
"19511","GALICIA",2427010,"2012 a 2020 ","aumento",1700000,383.3,6e+05,2300000
"19512","PRIMAVERA II",2428038,"2012 a 2020 ","aumento",480000,420,150000,630000
"19513","EL PENON DEL CORTIJO",2433008,"2012 a 2020 ","aumento",1600000,366.7,6e+05,2200000
"19514","EL PENON DEL CORTIJO",2433017,"2012 a 2020 ","aumento",820000,555.6,180000,1e+06
"19515","EL PENON DEL CORTIJO",2433038,"2012 a 2020 ","aumento",1450000,363.6,550000,2e+06
"19516","EL CHIRCAL SUR",2435014,"2012 a 2020 ","aumento",1780000,523.8,420000,2200000
"19517","LISBOA",9254087,"2012 a 2020 ","aumento",1160000,441.2,340000,1500000
"19518","VILLA MARIA I",9267050,"2012 a 2020 ","aumento",2400000,Inf,0,2400000
"19519","SANTA RITA DE SUBA",9255056,"2012 a 2020 ","aumento",1263500,634.2,236500,1500000
"19520","SANTA RITA DE SUBA",9255058,"2012 a 2020 ","aumento",1335672,1880.9,75000,1410672
"19521","PARAISO QUIBA",2565058,"2012 a 2020 ","aumento",530000,688.9,90000,620000
"19522","LA PAZ",2566019,"2012 a 2020 ","aumento",370000,346.7,150000,520000
"19523","ARBORIZADORA ALTA",2569008,"2012 a 2020 ","aumento",860000,714.3,140000,1e+06
"19524","ARBORIZADORA ALTA",2569017,"2012 a 2020 ","aumento",860000,714.3,140000,1e+06
"19525","EL MIRADOR",2570068,"2012 a 2020 ","aumento",480000,442.9,140000,620000
"19526","EL MIRADOR",2570075,"2012 a 2020 ","aumento",480000,442.9,140000,620000
"19527","ARBORIZADORA ALTA",2573078,"2012 a 2020 ","aumento",770000,434.8,230000,1e+06
"19528","ARABIA",2578044,"2012 a 2020 ","aumento",157500,342.3,65000,222500
"19529","VILLA CANDELARIA",2579026,"2012 a 2020 ","aumento",880000,833.3,120000,1e+06
"19530","EL MOCHUELO",2584067,"2012 a 2020 ","aumento",42000,152.5,80000,122000
"19531","PORVENIR",2589057,"2012 a 2020 ","aumento",450000,400,150000,6e+05
"19532","VILLA ISRAEL",2594056,"2012 a 2020 ","aumento",440000,500,110000,550000
"19533","LAGUNITAS URBANO",2595008,"2012 a 2020 ","aumento",290000,462.5,80000,370000
"19534","LAGUNITAS URBANO",2595013,"2012 a 2020 ","aumento",290000,462.5,80000,370000
"19535","LA FISCALA NORTE",2597023,"2012 a 2020 ","aumento",380000,371.4,140000,520000
"19536","SANTA ISABEL",4108015,"2012 a 2020 ","aumento",1580000,335.8,670000,2250000
"19537","EL PROGRESO",4111009,"2012 a 2020 ","aumento",1400000,333.3,6e+05,2e+06
"19538","COMUNEROS",4202011,"2012 a 2020 ","aumento",1500000,314.3,7e+05,2200000
"19539","MONTES",4204016,"2012 a 2020 ","aumento",1850000,384.6,650000,2500000
"19540","PRIMAVERA OCCIDENTAL",4205076,"2012 a 2020 ","aumento",1950000,490,5e+05,2450000
"19541","SAN FRANCISCO",4206020,"2012 a 2020 ","aumento",1870000,452.8,530000,2400000
"19542","SAN FRANCISCO",4206056,"2012 a 2020 ","aumento",1870000,452.8,530000,2400000
"19543","GORGONZOLA",4207018,"2012 a 2020 ","aumento",1800000,280,1e+06,2800000
"19544","LOS EJIDOS",4208028,"2012 a 2020 ","aumento",1600000,328.6,7e+05,2300000
"19545","JORGE GAITAN CORTES",4210001,"2012 a 2020 ","aumento",1875000,400,625000,2500000
"19546","JORGE GAITAN CORTES",4210055,"2012 a 2020 ","aumento",1875000,400,625000,2500000
"19547","GALAN",4304016,"2012 a 2020 ","aumento",1800000,460,5e+05,2300000
"19548","GALAN",4304068,"2012 a 2020 ","aumento",1850000,408.3,6e+05,2450000
"19549","GALAN",4304082,"2012 a 2020 ","aumento",1800000,460,5e+05,2300000
"19550","COLON",4308013,"2012 a 2020 ","aumento",1800000,427.3,550000,2350000
"19551","COLON",4308025,"2012 a 2020 ","aumento",1800000,427.3,550000,2350000
"19552","LA SALLE",8206003,"2012 a 2020 ","aumento",2100000,250,1400000,3500000
"19553","BOSQUE CALDERON",8207001,"2012 a 2020 ","aumento",2345000,226.4,1855000,4200000
"19554","METROPOLIS",5404022,"2012 a 2020 ","aumento",1980000,375,720000,2700000
"19555","BONANZA",5406013,"2012 a 2020 ","aumento",2500000,516.7,6e+05,3100000
"19556","BONANZA",5406028,"2012 a 2020 ","aumento",1440000,500,360000,1800000
"19557","PALO BLANCO",5501006,"2012 a 2020 ","aumento",1800000,400,6e+05,2400000
"19558","NORMANDIA",5507008,"2012 a 2020 ","aumento",1600000,245.5,1100000,2700000
"19559","NORMANDIA",5507013,"2012 a 2020 ","aumento",1750000,305.9,850000,2600000
"19560","SANTA MARIA",5602003,"2012 a 2020 ","aumento",1940000,355.3,760000,2700000
"19561","BOYACA",5603030,"2012 a 2020 ","aumento",2015000,444.4,585000,2600000
"19562","BOYACA",5603049,"2012 a 2020 ","aumento",1960000,406.2,640000,2600000
"19563","LA CALLEJA",8401015,"2012 a 2020 ","aumento",3100000,272.2,1800000,4900000
"19564","VILLA DEL PRADO",9129036,"2012 a 2020 ","aumento",467000,342,193000,660000
"19565","CARACOLI",2445061,"2012 a 2020 ","aumento",470000,687.5,80000,550000
"19566","CARACOLI",2445075,"2012 a 2020 ","aumento",340000,525,80000,420000
"19567","VILLA DEL RIO",4546073,"2012 a 2020 ","aumento",1399758,333.3,6e+05,1999758
"19568","EL CHIRCAL SUR",2435048,"2012 a 2020 ","aumento",1430000,440.5,420000,1850000
"19569","SIERRA MORENA",2438032,"2012 a 2020 ","aumento",750000,314.3,350000,1100000
"19570","QUINTAS DEL SUR",2532022,"2012 a 2020 ","aumento",740000,260.9,460000,1200000
"19571","SOTAVENTO",2533033,"2012 a 2020 ","aumento",480000,340,2e+05,680000
"19572","MONTEBLANCO",2536058,"2012 a 2020 ","aumento",640000,500,160000,8e+05
"19573","CHUNIZA",2537094,"2012 a 2020 ","aumento",234000,266,141000,375000
"19574","USMINIA",2538066,"2012 a 2020 ","aumento",380000,416.7,120000,5e+05
"19575","SAN RAFAEL",2539027,"2012 a 2020 ","aumento",5e+05,516.7,120000,620000
"19576","ESTRELLA DEL SUR",2540005,"2012 a 2020 ","aumento",373000,386.9,130000,503000
"19577","ESTRELLA DEL SUR",2540076,"2012 a 2020 ","aumento",390000,400,130000,520000
"19578","LA ESPERANZA SUR",2608001,"2012 a 2020 ","aumento",199578.9,321.8,90000,289578.9
"19579","EL BOSQUE CENTRAL I",2608017,"2012 a 2020 ","aumento",54000,160,90000,144000
"19580","CHARALA",2611001,"2012 a 2020 ","aumento",6e+05,400,2e+05,8e+05
"19581","OSORIO III",6518011,"2012 a 2020 ","aumento",1444000,455.7,406000,1850000
"19582","OSORIO III",6518013,"2012 a 2020 ","aumento",1444000,455.7,406000,1850000
"19583","VEREDA EL TINTAL",6522001,"2012 a 2020 ","aumento",130406,142.1,310000,440406
"19584","EL VERGEL",6528013,"2012 a 2020 ","aumento",1385000,397.8,465000,1850000
"19585","EL VERGEL",6528023,"2012 a 2020 ","aumento",80000,114.5,550000,630000
"19586","LA SOLEDAD",7101058,"2012 a 2020 ","aumento",1680000,304.9,820000,2500000
"19587","LA SOLEDAD",7101059,"2012 a 2020 ","aumento",1680000,304.9,820000,2500000
"19588","TEUSAQUILLO",7104041,"2012 a 2020 ","aumento",1816000,331.6,784000,2600000
"19589","LAS AMERICAS",7107002,"2012 a 2020 ","aumento",1753000,307,847000,2600000
"19590","LAS AMERICAS",7107003,"2012 a 2020 ","aumento",1653000,295.2,847000,2500000
"19591","CAMPIN",7201002,"2012 a 2020 ","aumento",1700000,288.9,9e+05,2600000
"19592","CHAPINERO NORTE",8214029,"2012 a 2020 ","aumento",555000,219.4,465000,1020000
"19593","CHICO NORTE II SECTOR",8301032,"2012 a 2020 ","aumento",4450000,248.3,3e+06,7450000
"19594","LOS ROSALES",8304009,"2012 a 2020 ","aumento",2750000,203.8,2650000,5400000
"19595","BELLAVISTA",8304013,"2012 a 2020 ","aumento",2700000,200,2700000,5400000
"19596","LOS ROSALES",8304022,"2012 a 2020 ","aumento",3050000,229.8,2350000,5400000
"19597","BELLAVISTA",8305025,"2012 a 2020 ","aumento",2750000,203.8,2650000,5400000
"19598","BELLAVISTA",8305030,"2012 a 2020 ","aumento",2750000,203.8,2650000,5400000
"19599","CHICO NORTE",8307020,"2012 a 2020 ","aumento",3550000,210.9,3200000,6750000
"19600","EL CHICO",8308012,"2012 a 2020 ","aumento",3450000,238,2500000,5950000
"19601","VERONA",2412005,"2012 a 2020 ","aumento",1300000,425,4e+05,1700000
"19602","ISMAEL PERDOMO",2414089,"2012 a 2020 ","aumento",520000,336.4,220000,740000
"19603","MADELENA",2415016,"2012 a 2020 ","aumento",2050000,555.6,450000,2500000
"19604","BELLO HORIZONTE",1304070,"2012 a 2020 ","aumento",296000,474.7,79000,375000
"19605","ALTOS DEL ZUQUE",1318064,"2012 a 2020 ","aumento",71500,237.5,52000,123500
"19606","EL MIRADOR",2575001,"2012 a 2020 ","aumento",13863,130.8,45000,58863
"19607","EL PARAISO",8110039,"2012 a 2020 ","aumento",1635586,292.4,850000,2485586
"19608","TOSCANA",9229066,"2012 a 2020 ","aumento",1600000,366.7,6e+05,2200000
"19609","PROVIVIENDA OCCIDENTAL",4505023,"2012 a 2020 ","aumento",1710000,416.7,540000,2250000
"19610","NICOLAS DE FEDERMAN",5106019,"2012 a 2020 ","aumento",2400000,340,1e+06,3400000
"19611","GIRARDOT",3211012,"2012 a 2020 ","aumento",420000,333.3,180000,6e+05
"19612","COLON",4308053,"2012 a 2020 ","aumento",2300000,330,1e+06,3300000
"19613","PROVIVIENDA NORTE",4310029,"2012 a 2020 ","aumento",1850000,384.6,650000,2500000
"19614","SAN EUSEBIO",4401051,"2012 a 2020 ","aumento",2e+06,500,5e+05,2500000
"19615","REMANSO",4402031,"2012 a 2020 ","aumento",1600000,288.2,850000,2450000
"19616","REMANSO",4402049,"2012 a 2020 ","aumento",1600000,313.3,750000,2350000
"19617","REMANSO",4402054,"2012 a 2020 ","aumento",2e+06,433.3,6e+05,2600000
"19618","REMANSO",4402070,"2012 a 2020 ","aumento",484000,156.9,850000,1334000
"19619","CAMPIN",7201017,"2012 a 2020 ","aumento",1700000,288.9,9e+05,2600000
"19620","PALERMO",7205022,"2012 a 2020 ","aumento",1670000,301.2,830000,2500000
"19621","ARBOLEDA SUR",1423023,"2012 a 2020 ","aumento",720000,653.8,130000,850000
"19622","LA RESURRECCION I",1431007,"2012 a 2020 ","aumento",850000,440,250000,1100000
"19623","SANTA LUCIA",2205059,"2012 a 2020 ","aumento",1140000,416.7,360000,1500000
"19624","AUTOPISTA SUR",4404043,"2012 a 2020 ","aumento",1250000,266.7,750000,2e+06
"19625","OSPINA PEREZ SUR",4405029,"2012 a 2020 ","aumento",621000,456.9,174000,795000
"19626","OSPINA PEREZ SUR",4405079,"2012 a 2020 ","aumento",2090000,473.2,560000,2650000
"19627","OSPINA PEREZ",4406004,"2012 a 2020 ","aumento",2090000,473.2,560000,2650000
"19628","TEJAR",4408009,"2012 a 2020 ","aumento",1270000,286.8,680000,1950000
"19629","TEJAR",4408022,"2012 a 2020 ","aumento",1570000,330.9,680000,2250000
"19630","ALQUERIA",4409016,"2012 a 2020 ","aumento",1840000,342.1,760000,2600000
"19631","EL NOGAL",8311013,"2012 a 2020 ","aumento",2850000,191.9,3100000,5950000
"19632","ANTIGUO COUNTRY",8314026,"2012 a 2020 ","aumento",3150000,243.2,2200000,5350000
"19633","CHICO NORTE III SECTOR",8315012,"2012 a 2020 ","aumento",3450000,238,2500000,5950000
"19634","LA CAROLINA",8403009,"2012 a 2020 ","aumento",4200000,310,2e+06,6200000
"19635","USAQUEN",8407038,"2012 a 2020 ","aumento",2200000,204.8,2100000,4300000
"19636","SANTA ANA",8408010,"2012 a 2020 ","aumento",2300000,192,2500000,4800000
"19637","SANTA BIBIANA",8412058,"2012 a 2020 ","aumento",658000,195.1,692000,1350000
"19638","SANTA ANA OCCIDENTAL",8414025,"2012 a 2020 ","aumento",2500000,225,2e+06,4500000
"19639","SANTA BARBARA CENTRAL",8415031,"2012 a 2020 ","aumento",3050000,284.8,1650000,4700000
"19640","MOLINOS NORTE",8416063,"2012 a 2020 ","aumento",2073926,240.1,1480000,3553926
"19641","SANTA BARBARA OCCIDENTAL",8417001,"2012 a 2020 ","aumento",4050000,280,2250000,6300000
"19642","SANTA BARBARA OCCIDENTAL",8417016,"2012 a 2020 ","aumento",2650000,243.2,1850000,4500000
"19643","SANTA BARBARA OCCIDENTAL",8417023,"2012 a 2020 ","aumento",2650000,243.2,1850000,4500000
"19644","CHUCUA DE LA VACA I",4621009,"2012 a 2020 ","aumento",742000,679.7,128000,870000
"19645","GALAN",4627044,"2012 a 2020 ","aumento",870000,302.3,430000,1300000
"19646","CIUDADELA EL RECREO II",4638009,"2012 a 2020 ","aumento",1100000,344.4,450000,1550000
"19647","LA PRADERA NORTE",8502021,"2012 a 2020 ","aumento",2e+06,463.6,550000,2550000
"19648","LA PRADERA NORTE",8502058,"2012 a 2020 ","aumento",2100000,481.8,550000,2650000
"19649","SAN CRISTOBAL NORTE",8505019,"2012 a 2020 ","aumento",2110000,385.1,740000,2850000
"19650","SAN CRISTOBAL NORTE",8505065,"2012 a 2020 ","aumento",2150000,352.9,850000,3e+06
"19651","BARRANCAS NORTE",8506037,"2012 a 2020 ","aumento",1610000,317.6,740000,2350000
"19652","EL CHIRCAL SUR",2435029,"2012 a 2020 ","aumento",1780000,523.8,420000,2200000
"19653","SAN ANTONIO DEL MIRADOR",2451026,"2012 a 2020 ","aumento",3400,148.6,7000,10400
"19654","CATALINA",4545039,"2012 a 2020 ","aumento",1550000,444.4,450000,2e+06
"19655","PATIO BONITO II",4555060,"2012 a 2020 ","aumento",1310000,322,590000,1900000
"19656","DIANA TURBAY",1421038,"2012 a 2020 ","aumento",1350000,640,250000,1600000
"19657","DIANA TURBAY",1421067,"2012 a 2020 ","aumento",1350000,640,250000,1600000
"19658","DIANA TURBAY ARRAYANES",1422030,"2012 a 2020 ","aumento",1050000,520,250000,1300000
"19659","NUEVO MUZU",2409060,"2012 a 2020 ","aumento",1670000,517.5,4e+05,2070000
"19660","SAN CARLOS",2501010,"2012 a 2020 ","aumento",8e+05,328.6,350000,1150000
"19661","EL POA",9211027,"2012 a 2020 ","aumento",1800000,357.1,7e+05,2500000
"19662","EL POA",9211054,"2012 a 2020 ","aumento",1750000,333.3,750000,2500000
"19663","EL PINO",9213052,"2012 a 2020 ","aumento",1750000,369.2,650000,2400000
"19664","LA GAITANA",9216008,"2012 a 2020 ","aumento",1730000,468.1,470000,2200000
"19665","LA GAITANA",9216040,"2012 a 2020 ","aumento",1690000,377,610000,2300000
"19666","LA CHUCUA",9221004,"2012 a 2020 ","aumento",1550000,444.4,450000,2e+06
"19667","ALTOS DE CHOZICA",9222002,"2012 a 2020 ","aumento",1e+06,242.9,7e+05,1700000
"19668","ALTOS DE CHOZICA",9222013,"2012 a 2020 ","aumento",1162000,316,538000,1700000
"19669","VILLA ELISA",9223047,"2012 a 2020 ","aumento",290000,172.5,4e+05,690000
"19670","EL BOSQUE CENTRAL I",2608002,"2012 a 2020 ","aumento",419981.2,863.6,55000,474981.2
"19671","EL NUEVO PORTAL II",2620031,"2012 a 2020 ","aumento",4e+05,407.7,130000,530000
"19672","CIUDAD KENNEDY CENTRAL",4511006,"2012 a 2020 ","aumento",1400000,333.3,6e+05,2e+06
"19673","SUMAPAZ",2553005,"2012 a 2020 ","aumento",5e+05,516.7,120000,620000
"19674","GIBRALTAR SUR",2554015,"2012 a 2020 ","aumento",620000,369.6,230000,850000
"19675","GIBRALTAR SUR",2554084,"2012 a 2020 ","aumento",630000,386.4,220000,850000
"19676","VILLAS EL DIAMANTE",2558033,"2012 a 2020 ","aumento",530000,688.9,90000,620000
"19677","BELLAVISTA LUCERO ALTO",2560001,"2012 a 2020 ","aumento",440000,344.4,180000,620000
"19678","BELLAVISTA LUCERO ALTO",2560064,"2012 a 2020 ","aumento",470000,413.3,150000,620000
"19679","NACIONES UNIDAS",2561067,"2012 a 2020 ","aumento",340000,477.8,90000,430000
"19680","EL MINUTO DE MARIA",2564052,"2012 a 2020 ","aumento",540000,775,80000,620000
"19681","PARAISO QUIBA",2565013,"2012 a 2020 ","aumento",63000,206.8,59000,122000
"19682","PARAISO QUIBA",2565052,"2012 a 2020 ","aumento",530000,688.9,90000,620000
"19683","SAN JOSE DE FONTIBON",6403070,"2012 a 2020 ","aumento",1e+06,253.8,650000,1650000
"19684","LA ESTACION BOSA",4521031,"2012 a 2020 ","aumento",1400000,500,350000,1750000
"19685","VERBENAL SAN ANTONIO",8537086,"2012 a 2020 ","aumento",1580000,335.8,670000,2250000
"19686","BELLA FLOR SUR",2582013,"2012 a 2020 ","aumento",3e+05,700,50000,350000
"19687","CHICO NORTE",8307045,"2012 a 2020 ","aumento",3250000,208.3,3e+06,6250000
"19688","LUCERO ALTO",2521013,"2012 a 2020 ","aumento",3e+05,276.5,170000,470000
"19689","GUSTAVO RESTREPO",1402031,"2012 a 2020 ","aumento",1300000,360,5e+05,1800000
"19690","GINEBRA",8405014,"2012 a 2020 ","aumento",2400000,200,2400000,4800000
"19691","MARIA CANO",2429039,"2012 a 2020 ","aumento",1050000,520,250000,1300000
"19692","EL MUELLE",5652010,"2012 a 2020 ","aumento",1350000,292.9,7e+05,2050000
"19693","SABANA DEL DORADO",5657055,"2012 a 2020 ","aumento",1110000,285,6e+05,1710000
"19694","MARCO FIDEL SUAREZ",1410031,"2012 a 2020 ","aumento",649000,438,192000,841000
"19695","SAN JORGE SUR",1411043,"2012 a 2020 ","aumento",1080000,391.9,370000,1450000
"19696","GRANJAS SAN PABLO",1412070,"2012 a 2020 ","aumento",820000,555.6,180000,1e+06
"19697","MARCO FIDEL SUAREZ I",1415056,"2012 a 2020 ","aumento",1176000,529.2,274000,1450000
"19698","SAN AGUSTIN",1416039,"2012 a 2020 ","aumento",1195000,568.6,255000,1450000
"19699","MARRUECOS",1418036,"2012 a 2020 ","aumento",1065000,376.6,385000,1450000
"19700","CALLEJON SANTA BARBARA",1419031,"2012 a 2020 ","aumento",1100000,650,2e+05,1300000
"19701","ESCOCIA",4579015,"2012 a 2020 ","aumento",1215000,462.7,335000,1550000
"19702","ESCOCIA",4579018,"2012 a 2020 ","aumento",1566000,460.8,434000,2e+06
"19703","ESCOCIA",4579046,"2012 a 2020 ","aumento",1190000,430.6,360000,1550000
"19704","BOSA NOVA EL PORVENIR",4580011,"2012 a 2020 ","aumento",1175000,413.3,375000,1550000
"19705","JIMENEZ DE QUESADA II SECTOR",4586047,"2012 a 2020 ","aumento",1250000,457.1,350000,1600000
"19706","EL DANUBIO AZUL",4588028,"2012 a 2020 ","aumento",1210000,455.9,340000,1550000
"19707","EL DANUBIO AZUL",4588031,"2012 a 2020 ","aumento",1160000,441.2,340000,1500000
"19708","PALERMO",7205033,"2012 a 2020 ","aumento",1770000,313.3,830000,2600000
"19709","LA AURORA",7407003,"2012 a 2020 ","aumento",2050000,341.2,850000,2900000
"19710","LA CABANA",5508027,"2012 a 2020 ","aumento",1850000,436.4,550000,2400000
"19711","NORMANDIA OCCIDENTAL",5606023,"2012 a 2020 ","aumento",1680000,282.6,920000,2600000
"19712","ALTAMIRA",1315060,"2012 a 2020 ","disminuyo",-15100,88.1,127000,111900
"19713","CASTILLA",6506022,"2012 a 2020 ","aumento",2060000,345.2,840000,2900000
"19714","VILLA ALSACIA II",6510011,"2012 a 2020 ","aumento",2125000,307.3,1025000,3150000
"19715","VALLADOLID",6515035,"2012 a 2020 ","aumento",1690000,308.6,810000,2500000
"19716","VALLADOLID",6515051,"2012 a 2020 ","aumento",1910000,327.4,840000,2750000
"19717","MARIA PAZ",6517018,"2012 a 2020 ","aumento",1200000,340,5e+05,1700000
"19718","MARIA PAZ",6517048,"2012 a 2020 ","aumento",1100000,283.3,6e+05,1700000
"19719","EL TRIANGULO",201302015,"2012 a 2019 ","se mantuvo",0,NA,0,0
"19720","LOS MOLINOS",1417031,"2012 a 2020 ","aumento",840000,400,280000,1120000
"19721","LA PERSEVERANCIA",8104040,"2012 a 2020 ","aumento",1048000,2115.4,52000,1100000
"19722","MANDALAY",4531031,"2012 a 2020 ","aumento",1400000,227.3,1100000,2500000
"19723","ESCOCIA",4579066,"2012 a 2020 ","aumento",1530000,425.5,470000,2e+06
"19724","LOURDES",3212033,"2012 a 2020 ","aumento",420000,333.3,180000,6e+05
"19725","PENSILVANIA",4201015,"2012 a 2020 ","aumento",1600000,328.6,7e+05,2300000
"19726","SAN JOSE SUR ORIENTAL",1314009,"2012 a 2020 ","aumento",570000,347.8,230000,8e+05
"19727","SALITRE SUBA",9226040,"2012 a 2020 ","aumento",1130000,340.4,470000,1600000
"19728","TUNA BAJA",9242007,"2012 a 2020 ","aumento",1210000,410.3,390000,1600000
"19729","EL PEDREGAL",2563006,"2012 a 2020 ","aumento",38700,170.4,55000,93700
"19730","PRADO VERANIEGO SUR",9117013,"2012 a 2020 ","aumento",1650000,294.1,850000,2500000
"19731","MOLINOS NORTE",8416012,"2012 a 2020 ","aumento",447000,149.5,903000,1350000
