;barrio_nombre;codigo_barrio;anos;cambio_relativo;diferencia
1016;SAN JUAN;109104;12a20;se mantuvo;0
1017;PARQUE POPULAR SALITRE;5115;12a20;aumento;788884
1018;CORABASTOS;4547;12a20;aumento;720000
1019;TIBAQUE URBANO;1116;12a20;aumento;75278
1020;EL CHANCO II;205401;12a20;aumento;334792
1021;SAN LUIS ALTOS DEL CABO;208110;12a20;se mantuvo;0
1022;LA VEGA SAN BERNARDINO;4624;12a20;aumento;380000
1023;LA PERSEVERANCIA I;201408;12a20;disminuyo;-52000
1024;SAN RAFAEL INDUSTRIAL;4301;12a20;aumento;1420000
1025;JARDIN BOTANICO;5506;12a20;aumento;1908750
1026;EL MOCHUELO II URBANO;2598;12a20;aumento;540000
1027;ESCUELA DE CABALLERIA II;8419;12a20;aumento;29000
1028;REMANSO URBANO;4602;12a20;aumento;431931
1029;PARQUE EL TUNAL;2410;12a20;aumento;83496
1030;MOCHUELO ALTO URBANO;204131;12a20;se mantuvo;0
1031;OSORIO XXIII;105223;12a20;aumento;275851
1032;CIUDAD BOLIVAR RURAL I;104119;12a20;aumento;24000
1033;DUITAMA;2550;12a20;aumento;361909
1034;EL CHANCO RURAL II;105401;12a19;disminuyo;-72000
1035;PEPINITOS;102405;12a20;aumento;69071
1036;LAS NAVETAS;5672;12a20;aumento;236000
1037;CAMPO EUCARISTICO;5114;12a20;aumento;71220
1038;EL MOCHUELO III URBANO;2588;12a20;disminuyo;-11800
1039;TIBABITA RURAL I;108111;12a20;aumento;603000
1040;TIBABITA RURAL;108102;12a20;aumento;164181
1041;CASABLANCA SUBA URBANO I;9138;12a20;aumento;182000
1042;BRAZUELOS OCCIDENTAL RURAL;104130;12a20;aumento;395000
1043;YOMASA NORTE;2586;12a20;aumento;54100
1044;EL NEVADO II;2629;12a20;aumento;2400
1045;CENTRO NARINO;6210;12a20;aumento;1776000
1046;TIBAQUE III;201317;12a20;disminuyo;-5000
1047;LAS DELICIAS DEL CARMEN II SECTOR;208129;12a20;aumento;163556
1048;EL TINTAL;105104;12a20;aumento;773403
1049;SAN FELIPE DE USME RURAL;202404;12a20;se mantuvo;0
1050;QUIBA BAJO;104110;12a20;aumento;385000
1051;IRAGUA;9247;12a20;aumento;1410000
1052;VILLA EMMA;205316;12a20;se mantuvo;0
1053;SAN BERNARDINO XXV;105325;12a20;se mantuvo;0
1054;PARQUE NACIONAL URBANO;8114;12a20;aumento;882500
1055;BELLA FLOR SUR;104107;12a20;disminuyo;-9000
1056;OSORIO II;105203;12a20;disminuyo;-600000
1057;BATALLON CALDAS;6207;12a20;aumento;1215000
1058;PARDO RUBIO I;201508;12a20;disminuyo;-67000
1059;BOLONIA I;202203;12a20;se mantuvo;0
1060;PUEBLO VIEJO;5673;12a20;aumento;486000
1061;LAS MERCEDES SUBA;9239;12a20;aumento;589200
1062;LA ESTRELLITA III;8547;12a20;aumento;596500
1063;RAFAEL ESCAMILLA;2421;12a20;aumento;1800000
1064;CHARLES DE GAULLE;4574;12a20;aumento;891000
1065;PARAMO III RURAL;108114;12a20;aumento;1023200
1066;ALTOS DE SUBA;9260;12a20;aumento;2000000
1067;EL SALTEADOR;2643;12a20;aumento;480000
1068;CENTRAL DE MEZCLAS;2562;12a20;aumento;75000
1069;PUERTA AL LLANO RURAL;202511;12a20;aumento;271000
1070;OSORIO X;105210;12a20;aumento;1100000
1071;EL BAGAZAL;8319;12a20;aumento;891506
1072;SANTA CECILIA DE SUBA I;9268;12a20;aumento;510000
1073;MIRADOR DEL NORTE;8545;12a20;aumento;71000
1074;EL TINTAL IV;6534;12a20;aumento;90000
1075;COLSEGUROS;6109;12a20;aumento;1400000
1076;CENTRO USME;202601;20a20;se mantuvo;0

